,lat,lon,city,style,building_type,cooling_type,heating_type,price,number_of_beds,number_of_baths,extra_space,fire_place
559,43.87982,-78.9421751,Whitby,Detached,House,Central air conditioning,Forced air,1200000.0,4,3,0,1
560,42.28382,-82.997089,Windsor,Detached,House,Central air conditioning,Forced air,1199900.0,4,4,0,0
561,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,1199900.0,3,2,1,0
563,43.686567,-79.337066,Toronto,Semi-Detached,House,Central air conditioning,Forced air,1150000.0,3,2,1,1
564,43.1931661,-79.560677,Grimsby,Detached,House,Central air conditioning,Forced air,1149900.0,4,3,0,0
565,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,1099999.0,4,4,0,0
566,43.99973,-79.467545,Aurora,Semi-Detached,House,Central air conditioning,Forced air,1098000.0,3,4,0,0
567,44.014469,-79.323704,Whitchurch-Stouffville,Townhouse,Row / Townhouse,Central air conditioning,Forced air,1087000.0,3,3,0,0
568,43.2560802,-79.8728583,Hamilton,Detached,House,Central air conditioning,Forced air,1050000.0,3,1,1,0
569,43.87982,-78.9421751,Whitby,Detached,House,Central air conditioning,Forced air,1050000.0,3,3,0,1
570,44.3893113,-79.6901736,Barrie,Detached,House,Central air conditioning,Forced air,1049000.0,4,3,1,1
571,45.4208777,-75.6901106,Ottawa,Detached,House,Central air conditioning,Forced air,1025000.0,3,3,0,0
572,43.8801166,-79.4392925,Richmond Hill,Detached,House,Central air conditioning,Forced air,999999.0,3,2,1,0
573,43.686567,-79.337066,Toronto,Townhouse,Row / Townhouse,Central air conditioning,Forced air,999999.0,3,2,0,0
574,43.632597,-79.494149,Toronto,Detached,House,Central air conditioning,Heat Pump,999900.0,3,2,1,0
575,44.078473,-80.203431,Shelburne,Detached,House,Central air conditioning,Forced air,999900.0,5,4,0,1
576,43.621861,-79.943877,Halton Hills,Detached,House,Central air conditioning,Forced air,999000.0,4,2,0,0
577,43.686567,-79.337066,Toronto,Detached,House,Central air conditioning,Forced air,999000.0,2,3,1,0
578,43.2167526,-79.7567616,Stoney Creek,Detached,House,Central air conditioning,Forced air,998999.0,3,3,1,0
579,43.6858146,-79.7599337,Brampton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,995000.0,3,3,0,0
580,42.2450635,-83.0606534,LaSalle,Detached,House,Central air conditioning,Boiler,964000.0,4,4,1,0
581,43.6858146,-79.7599337,Brampton,Detached,House,Central air conditioning,Forced air,954000.0,3,4,1,1
582,43.99973,-79.467545,Aurora,Townhouse,Row / Townhouse,Central air conditioning,Forced air,949000.0,3,3,0,0
584,43.5460516,-80.2493276,Guelph,Detached,House,Central air conditioning,Forced air,945000.0,4,4,0,1
585,43.2556116,-79.0723264,Niagara-on-the-Lake,Detached,House,Central air conditioning,Forced air,919000.0,3,1,0,0
586,43.8505287,-79.0208814,Ajax,Semi-Detached,House,Central air conditioning,Forced air,899999.0,3,3,0,0
587,46.5691573,-81.1978944,Chelmsford,Detached,House,Central air conditioning,Forced air,899900.0,4,2,0,0
588,44.078473,-80.203431,Shelburne,Detached,House,Central air conditioning,Forced air,899900.0,3,4,1,1
589,43.96868585,-78.65135738273909,Clarington,Detached,House,Central air conditioning,Forced air,899900.0,4,4,0,1
590,42.7415823,-81.33191889735019,Southwold,Detached,House,Central air conditioning,Forced air,899700.0,4,3,0,0
591,44.241045,-77.358813,Belleville,Detached,House,Central air conditioning,Forced air,899000.0,4,3,0,1
592,43.073558,-79.950127,Caledonia,Detached,House,Central air conditioning,Forced air,899000.0,4,3,0,0
593,42.783344,-79.789826,Haldimand,Detached,House,Central air conditioning,Forced air,899000.0,4,3,0,0
594,43.1931661,-79.560677,Grimsby,Detached,House,Central air conditioning,Forced air,899000.0,4,2,0,1
595,43.5896231,-79.6443879,Mississauga,Townhouse,Row / Townhouse,Central air conditioning,Forced air,899000.0,3,3,1,1
596,45.4208777,-75.6901106,Ottawa,Detached,House,Central air conditioning,Forced air,865000.0,4,3,0,1
597,45.5501,-75.29101,Rockland,Detached,House,Central air conditioning,Forced air,849900.0,4,4,0,1
598,44.5224813,-80.0203156,Wasaga Beach,Detached,House,Central air conditioning,Forced air,849900.0,3,3,1,0
599,43.87982,-78.9421751,Whitby,Detached,House,Central air conditioning,Forced air,849900.0,3,3,0,1
600,45.4208777,-75.6901106,Ottawa,Detached,House,Central air conditioning,Forced air,834900.0,4,3,1,1
601,43.4652699,-80.5222961,Waterloo,Detached,House,Central air conditioning,Forced air,800000.0,3,3,0,0
602,43.8505287,-79.0208814,Ajax,Detached,House,Central air conditioning,Forced air,799999.0,3,2,0,0
603,43.2167526,-79.7567616,Stoney Creek,Townhouse,Row / Townhouse,Central air conditioning,Forced air,799900.0,3,4,0,0
604,43.6858146,-79.7599337,Brampton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,799900.0,3,3,0,0
606,43.2560802,-79.8728583,Hamilton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,799900.0,3,4,0,1
607,42.1013315,-83.1086458,Amherstburg,Detached,House,Central air conditioning,Forced air,799900.0,2,3,1,0
608,43.8505287,-79.0208814,Ajax,Townhouse,Row / Townhouse,Central air conditioning,Forced air,799000.0,4,3,0,0
609,43.073558,-79.950127,Caledonia,Detached,House,Central air conditioning,Forced air,799000.0,3,2,1,0
610,43.704081,-79.255219,Toronto,Detached,House,Central air conditioning,Forced air,799000.0,2,2,0,0
611,43.4652699,-80.5222961,Waterloo,Detached,House,Central air conditioning,Forced air,799000.0,2,3,1,1
612,43.5896231,-79.6443879,Mississauga,Townhouse,Row / Townhouse,Central air conditioning,Forced air,799000.0,2,2,1,0
613,43.709229,-79.513598,Toronto,Townhouse,Row / Townhouse,Central air conditioning,Forced air,799000.0,3,2,1,0
614,45.4208777,-75.6901106,Ottawa,Detached,House,Window air conditioner,Hot water radiator heat,794900.0,2,2,0,0
615,43.835765,-79.090576,Pickering,Townhouse,Row / Townhouse,Central air conditioning,Forced air,789900.0,3,3,0,1
616,43.758752,-79.519698,Toronto,Townhouse,Row / Townhouse,Window air conditioner,Baseboard heaters,780000.0,4,3,1,0
617,42.9345071,-80.290768,Waterford,Detached,House,"Air exchanger, Central air conditioning",Forced air,779000.0,2,2,0,0
618,43.835765,-79.090576,Pickering,Semi-Detached,House,Central air conditioning,Forced air,769998.0,3,2,1,0
619,43.2560802,-79.8728583,Hamilton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,764990.0,3,3,0,0
620,44.3048009,-78.3199496,Peterborough,Detached,House,Central air conditioning,Forced air,759900.0,3,3,0,0
621,43.728584,-79.490851,Toronto,Townhouse,Row / Townhouse,Central air conditioning,Forced air,749000.0,3,2,1,0
622,44.1150554,-78.90598875892695,Scugog,Detached,House,Central air conditioning,Forced air,745000.0,3,3,0,1
623,44.4952483,-81.3713261,Saugeen Shores,Townhouse,Row / Townhouse,Central air conditioning,Forced air,744000.0,2,3,1,0
624,42.3038299,-82.8189267,Lakeshore,Detached,House,Central air conditioning,Forced air,729000.0,3,3,0,0
625,43.8975558,-78.8635324,Oshawa,Detached,House,Central air conditioning,Forced air,725000.0,3,2,0,0
626,43.8975558,-78.8635324,Oshawa,Detached,House,Central air conditioning,Forced air,724900.0,3,3,1,0
627,43.4652699,-80.5222961,Waterloo,Detached,House,Central air conditioning,Forced air,699900.0,3,2,0,0
628,43.96868585,-78.65135738273909,Clarington,Detached,House,Central air conditioning,Forced air,699900.0,3,3,0,1
629,43.2560802,-79.8728583,Hamilton,Townhouse,Row / Townhouse,Central air conditioning,Forced air,699900.0,3,2,0,0
630,42.3038299,-82.8189267,Lakeshore,Detached,House,Central air conditioning,Forced air,699900.0,3,3,1,0
631,42.28382,-82.997089,Windsor,Townhouse,Row / Townhouse,Central air conditioning,Forced air,699888.0,2,3,1,0
632,43.451291,-80.4927815,Kitchener,Detached,House,Central air conditioning,Forced air,699000.0,3,2,0,0
